,Final_Text,Category
9277,countdown 6th editon india nile festival press conference sunday organizer india nile revealed detail event run 6 17 march cairo alexandria port said,Art
9278,programme 6th india nile festival cairo alexandria port said india nile multidisciplinary festival take place 6 17 march,Art
9279,programme 7th downtown contemporary art festival multidisciplinary festival run 8 29 march,Art
9280,programme 8th hakawy international art festival child year festival feature event university student parent well,Art
9281,start dream egyptian director adel hassaan new theatre workshop forty rule love director youth theatre troupe spoke live tv start dream workshop,Art
9282,art alert imperial russian ballet perform swan lake cairo ballet star soloist mikhaylovsky theatre anton ploom anastasia lomachenkova,Art
9283,week 2 programme 16th international summer festival bibliotheca alexandrina concert poetry play cinema lecture childrens programme colour week lineup summer festival alexandria,Art
9284,happinessmaker remembering actor playwright screenwriter bahgat qamar bahgat qamar born 1937 died 1989,Art
9285,eleventh edition national theatre festival kick cairo festival run 19 july 2 august 13 stage around city,Art
9286,obituary hazem azmi egyptian theatre critic scholar faith change egyptian theatre researcher translator critic hazem azmi died 10 july age 49 belgrade serbia attending annual international theatre congress,Art
9287,egyptian theatre expert critic hazem azmi dy 49 azmi theatre researcher translator critic,Art
9288,national festival egyptian theatre honour playwright mahmoud diab feature sudanese theatre childrens play 11th edition national festival egyptian theatre take place 19 july 2 august,Art
9289,cairo alexandria damanhour ready summer festival cairo opera house counterpart alexandria damanhour run summer show july august,Art
9290,arab art focus featured festival avignon managed ahmed elattar arab art focus programme feature artist across arab world,Art
9291,egypt artistic theatre house provides free attendance 30 june revolution anniversary eight play different theater across cairo free entry public weekend,Art
9292,bibliotheca alexandrinaâs 16th international summer festival announces lineup festival run month bringing daily concert play film dance city alexandria,Art
9293,cairo opera ballet reda dance troupe join egyptian treasure exhibition italy paralleling egyptian treasure exhibition caffeina festival viterbo city cairo opera ballet company perform 24 june reda folkloric troupe 30 june,Art
9294,maat kick la bernardas contemporary dance cairo falaki theatre programme also featured two performance karima mansour,Art
9295,egypt culture ministry offer many cultural event ramadan free charge oriental music sufi chanting folk dancing handicraft workshop well exhibition play concert among cultural event expect holy month ramadan,Art
9296,art alert adefs daylong art technology festival cairo arab digital expression foundation event include workshop music performance moqattam venue,Art
9297,backstreet festival roundup alexandriaâs cultural jamboree fifth edition backstreet festival took place 12 16 april brought egyptian international troupe alexandria,Art
9298,sham student take lion share award egypt university theatre festival season university theatre festival took place 10 19 april featuring play university student across egypt,Art
9299,photo backstreet festival kick alexandria festival fifth edition take place 12 16 april,Art
9300,visual technology acappella puppet clown alexandria backstreet festival fifth edition multidisciplinary festival offer tantalizing range performance across mediterranean city 12 16 april street art dominating,Art
9301,possession music movement dominate performance hermit desert demon possession performed twice dcaf festival directed tom bailey,Art
9302,art alert teatro independentâs latest interactive performance metamorphosis interactive performance written directed omar elmoutaz belâah,Art
9303,cairo 25th experimental theatre festival close honor longtime supporter festival ran 10 21 september several cairo theatre,Art
9304,death time daesh revealing play uae hit cairo stage play performed 25th edition cairo international festival contemporary experimental theatre expose tragedy religious hypocrisy,Art
